handleId,fieldType,name,description,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,cost,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,additionalInfoTitle4,additionalInfoDescription4,additionalInfoTitle5,additionalInfoDescription5,additionalInfoTitle6,additionalInfoDescription6,customTextField1,customTextCharLimit1,customTextMandatory1,customTextField2,customTextCharLimit2,customTextMandatory2,brand
product_7a9976d6-f10a-07c0-454e-7b6520dea3d9,Product,Fluer Chain,,,,,,450.0,,false,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_cba5e42c-e59d-9031-ed76-1fbcaaba9e75,Product,Eternal Crome Chain,"<p>The<strong> </strong>Eternal Crome Chain is a bold and versatile accessory designed to elevate your style. Its sleek, polished links offer a modern aesthetic that complements any outfit, whether you're dressing up for a night out or adding an edge to your everyday look. Crafted with attention to detail, this chain ensures durability and a comfortable fit. Embrace the timeless appeal of the Eternal Chrome Chain and make it a staple in your accessory collection.</p>",7ae4c4_ba980d4c2d29426bbc0ec648b90e2c42~mv2.jpg;7ae4c4_fff1a6c090074268a8eac5493dd1477b~mv2.jpg;7ae4c4_e285925b076e45fb9a46e7874539674b~mv2.jpg,Neckpieces;New Launch,,,450.0,,true,PERCENT,0.0,2,0.08,,,,,,,,,,,,,,,,,,,,DESCRIPTION,"<p><strong>MATERIAL </strong>- Stainless Steel Chain &amp; Alloy Pendant</p>

<p><strong>LENGTH </strong>- 21 Inches + 2 Inches Extension</p>
",CARE INSTRUCTIONS,"<ul>
	<li><span><span><span><span>Store in a box or a pouch to give your accessories the love they deserve</span></span></span></span></li>
	<li><span><span><span><span>Let those perfumes and lotions dry before flexing your Sicsense Accessories.</span></span></span></span></li>
	<li><span><span><span><span>Give your accessories a break too! Take them off before going to bed.</span></span></span></span></li>
	<li><span><span><span><span>The Only time you don’t wear our accessories should be while entering water</span></span></span></span></li>
</ul>
",SHIPPING,"<p>After placing your order, please wait for least 48 Hours which includes making, processing and packaging followed by 4-7 business days of shipping for India-wide orders.<br>
We will get ready and ship your package within 48 hours. Tracking information is automatically emailed to all customers and sent via message if the phone number is added to your order. If you don't receive this, please check your spam folder.<br>
<br>
If you have any questions about shipping, please dm us on Instagram @Sicsense.in</p>
",RETURN AND EXCHANGE,"<p>All sales made are final and cannot be refunded or cancelled once payment has processed and the order is confirmed.</p>

<p>For any Exchange or Replacement give us a text on Instagram @Sicsense.in</p>
",,,,,,,,,,,Sicsense
product_f3eac172-9515-4609-5981-7acee420c856,Product,Twin Star Ring,,7ae4c4_8a120901f2e0499f855c61d8a66704ba~mv2.jpg;7ae4c4_842d7990849c411bbc8274b328ca4462~mv2.jpg;7ae4c4_d128c2e957044e89ababeb04cf332bd4~mv2.png;7ae4c4_957a6439ad754ac990d7bc2ded6d0ffc~mv2.jpg,Rings,,,240.0,,true,PERCENT,0.0,46,0.08,,Size,DROP_DOWN,XXS;XS;S;M;L,,,,,,,,,,,,,,,,DESCRIPTION,"<p><strong>MATERIAL</strong> - Heavy Alloy</p>

<p><strong>SIZE</strong> - US 6 - US 10</p>

<p>&nbsp;</p>
",SIZE CHART,"<ol>
	<li>Take a piece of paper or thread and&nbsp;wrap it around&nbsp; your finger so that it fits comfortably but not too tightly.</li>
	<li>Mark the spot where the paper or string overlaps.</li>
	<li>Measure the length between both the ends.</li>
	<li>Use this chart to find out your ring size based on your measurement.</li>
	<li>In between sizes, Always Opt for the bigger size)</li>
</ol>

<table>
	<tbody>
		<tr>
			<td>Size</td>
			<td>XXS</td>
			<td>XS</td>
			<td>S</td>
			<td>M</td>
			<td>L</td>
		</tr>
		<tr>
			<td>DIAMETER (MM)</td>
			<td>&nbsp; 16</td>
			<td>&nbsp; 17</td>
			<td>18</td>
			<td>&nbsp;19</td>
			<td>20</td>
		</tr>
		<tr>
			<td>CIRCUMFRENCE (MM)</td>
			<td>&nbsp;52</td>
			<td>55</td>
			<td>57.5</td>
			<td>60</td>
			<td>62.5</td>
		</tr>
		<tr>
			<td>US</td>
			<td>&nbsp; 6</td>
			<td>&nbsp; &nbsp;7</td>
			<td>&nbsp;8</td>
			<td>&nbsp; 9</td>
			<td>10</td>
		</tr>
	</tbody>
</table>

<p>&nbsp;
</p><p>&nbsp;</p>
<p></p>
",CARE INSTRUCTION,"<ul>
	<li>Store in a box or a pouch to give your accessories the love they deserve</li>
	<li>Let those perfumes and lotions dry before flexing your Sicsense Accessories.</li>
	<li>Give your accessories a break too! Take them off before going to bed.</li>
	<li>The Only time you don’t wear our accessories should be while entering water</li>
</ul>
",SHIPPING,"<p>After placing your order, please wait for least 48 Hours which includes making, processing and packaging followed by 4-7 business days of shipping for India-wide orders.<br>
We will get ready and ship your package within 48 hours. Tracking information is automatically emailed to all customers and sent via message if the phone number is added to your order. If you don't receive this, please check your spam folder.</p>

<p>If you have any questions about shipping, please dm us on Instagram @Sicsense.in</p>
",RETURN & EXCHANGE,"<p>All sales made are final and cannot be refunded or cancelled once payment has processed and the order is confirmed.</p>

<p>For any Exchange or Replacement give us a text on Instagram @Sicsense.in</p>
",,,,,,,,,Sicsense
product_d9050623-19d9-85a2-4578-4be0225ddee7,Product,Dreamscape Neckchain,"<p>Featuring Dreamscape Neckchain with a star-shaped pendant as its striking centerpiece, it’s complemented by funky, vibrant beads that add a fun, eclectic touch. The stainless steel chain provides durability while maintaining a minimalist aesthetic, making it the perfect accessory to elevate any outfit with a touch of whimsy. Ideal for those who love to experiment with unique, standout pieces!</p>",7ae4c4_f48c4a9eace144b68cf6d1972ff77c71~mv2.jpg;7ae4c4_c25aea4ab26840e5be2f47e461da98e2~mv2.jpg;7ae4c4_7a6f9938f9bb4a70a096b996e4833b5c~mv2.jpg;7ae4c4_746a117ffe8845f8905bf4d6bd8a6631~mv2.jpg,Neckpieces,,,650.0,,true,PERCENT,0.0,16,0.08,,,,,,,,,,,,,,,,,,,,DESCRIPTION,"<p><strong>MATERIAL</strong>&nbsp;- Stainless Steel Chain &amp; pearl and metal beads</p>

<p><strong>LENGTH</strong> - 18 Inches + 2 Inches extension</p>
",CARE INSTRUCTION,"<ul>
	<li>Store in a box or a pouch to give your accessories the love they deserve</li>
	<li>Let those perfumes and lotions dry before flexing your Sicsense Accessories.</li>
	<li>Give your accessories a break too! Take them off before going to bed.</li>
	<li>The Only time you don’t wear our accessories should be while entering water</li>
</ul>
",SHIPPING,"<p><br>
After placing your order, please wait for least 48 Hours which includes making, processing and packaging followed by 4-7 business days of shipping for India-wide orders.<br>
We will get ready and ship your package within 48 hours. Tracking information is automatically emailed to all customers and sent via message if the phone number is added to your order. If you don't receive this, please check your spam folder.</p>

<p>If you have any questions about shipping, please dm us on Instagram @Sicsense.in</p>
",RETURN & EXCHANGE,"<p>All sales made are final and cannot be refunded or cancelled once payment has processed and the order is confirmed.</p>

<p>For any Exchange or Replacement give us a text on Instagram @Sicsense.in</p>
",,,,,,,,,,,Sicsense
product_0eab155c-d66f-fca6-7dba-3f8a8a4915d9,Product,Triple Flux Ring,"<p>The Triple Flux Ring features three interlocking bands, creating a sleek and modern design that symbolizes dynamic energy flow. Crafted with precision and a polished finish, it’s the perfect accessory to add a bold touch to any look.</p>",7ae4c4_6fefcee2a883402c82e76e5eccc6f2c2~mv2.jpg;7ae4c4_cbf640fda30d4ac5a580d74abb4f947d~mv2.jpg,Rings,,,220.0,,true,PERCENT,0.0,27,0.08,,Size,DROP_DOWN,US8;US9;US10;US11,,,,,,,,,,,,,,,,DESCRIPTION,"<p><strong>MATERIAL</strong> - Heavy Alloy</p>

<p><strong>SIZE</strong> - 8 US - 11 US (Non - Adjustable)</p>

<p>&nbsp;</p>
",SIZE CHART,"<ol>
	<li>Take a piece of paper or thread and&nbsp;wrap it around&nbsp; your finger so that it fits comfortably but not too tightly.</li>
	<li>Mark the spot where the paper or string overlaps.</li>
	<li>Measure the length between both the ends.</li>
	<li>Use this chart to find out your ring size based on your measurement.</li>
	<li>In between sizes, Always Opt for the bigger size)</li>
</ol>

<table>
	<tbody>
		<tr>
			<td>Size</td>
			<td>XS</td>
			<td>S</td>
			<td>M</td>
			<td>L</td>
			<td>XL</td>
		</tr>
		<tr>
			<td>DIAMETER (MM)</td>
			<td>17</td>
			<td>18</td>
			<td>19</td>
			<td>20</td>
			<td>21</td>
		</tr>
		<tr>
			<td>CIRCUMFRENCE (MM)</td>
			<td>55</td>
			<td>57.5</td>
			<td>60</td>
			<td>62.5</td>
			<td>65</td>
		</tr>
		<tr>
			<td>US</td>
			<td>7</td>
			<td>8</td>
			<td>9</td>
			<td>10</td>
			<td>11</td>
		</tr>
	</tbody>
</table>
",CARE INSTRUCTION,"<ul>
	<li>Store in a box or a pouch to give your accessories the love they deserve</li>
	<li>Let those perfumes and lotions dry before flexing your Sicsense Accessories.</li>
	<li>Give your accessories a break too! Take them off before going to bed.</li>
	<li>The Only time you don’t wear our accessories should be while entering water</li>
</ul>
",SHIPPING,"<p>After placing your order, please wait for least 48 Hours which includes making, processing and packaging followed by 4-7 business days of shipping for India-wide orders.<br>
We will get ready and ship your package within 48 hours. Tracking information is automatically emailed to all customers and sent via message if the phone number is added to your order. If you don't receive this, please check your spam folder.</p>

<p>If you have any questions about shipping, please dm us on Instagram @Sicsense.in</p>
",RETURN & EXCHANGE,"<p>All sales made are final and cannot be refunded or cancelled once payment has processed and the order is confirmed.</p>

<p>For any Exchange or Replacement give us a text on Instagram @Sicsense.in</p>
",,,,,,,,,Sicsense
product_66789d85-3b24-f8e4-e298-5d7565636c96,Product,Ethereal Chain,"<p>The Ethereal Neckchain&nbsp;redefines understated masculinity with its sleek, minimalist design. Made for the modern man who appreciates both style and subtlety, this neckpiece combines clean lines with a lightweight, contemporary feel.&nbsp;</p><p>Lightweight. Bold. Effortlessly cool. Elevate your style with the&nbsp;Ethereal Neckchain .</p>",7ae4c4_2927344c2fd74209893fc1ed8f1bf2f5~mv2.jpg;7ae4c4_220d5756e2e64f7fae8effebe6b05516~mv2.png;7ae4c4_4310a8ee9c9146d1a701d60ff9289c9b~mv2.jpg;7ae4c4_f6bd79f36e2a404a9c79d34c645cf576~mv2.jpg;7ae4c4_0ec00fbe1dfa40bd95627e2449e3be2b~mv2.png,Neckpieces,,,450.0,,true,PERCENT,0.0,55,0.08,,,,,,,,,,,,,,,,,,,,DESCRIPTION,"<p><strong>Material </strong>- Stainless steel Chain &amp; Alloy Pendant</p>

<p><strong>Length</strong> - 20 inches +2inches extension&nbsp;&nbsp;</p>
",CARE INSTRUCTION,"<ul>
	<li>Store in a box or a pouch to give your accessories the love they deserve</li>
	<li>Let those perfumes and lotions dry before flexing your Sicsense Accessories.</li>
	<li>Give your accessories a break too! Take them off before going to bed.</li>
	<li>The Only time you don’t wear our accessories should be while entering water</li>
</ul>
",SHIPPING,"<p>After placing your order, please wait for least 48 Hours which includes making, processing and packaging followed by 4-7 business days of shipping for India-wide orders.<br>
We will get ready and ship your package within 48 hours. Tracking information is automatically emailed to all customers and sent via message if the phone number is added to your order. If you don't receive this, please check your spam folder.</p>

<p>If you have any questions about shipping, please dm us on Instagram @Sicsense.in</p>
",RETURN & EXCHANGE,"<p>All sales made are final and cannot be refunded or cancelled once payment has processed and the order is confirmed.</p>

<p>For any Exchange or Replacement give us a text on Instagram @Sicsense.in</p>
",,,,,,,,,,,Sicsense
product_4a17c7b9-972f-9940-ffd5-369d141bf003,Product,Engraved Ring,"<p>The Engraved Ring showcases detailed, elegant engravings that add a touch of sophistication. Its sleek, minimalist design makes it a versatile piece for any occasion. Perfect for enhancing your everyday style.</p>",7ae4c4_02edcc8157c444fc964cc5d0ae664557~mv2.jpg;7ae4c4_50d18d91a04047d191595ff063560d9a~mv2.jpg;7ae4c4_2443528febb542d0b24eb905adc2c0a8~mv2.jpg,Rings,,,599.0,,true,PERCENT,0.0,0,,,Size,DROP_DOWN,US8;US10;US12,,,,,,,,,,,,,,,,DESCRIPTION,"<p><strong>MATERIAL</strong> - Stainless Steel (Waterproof)</p>

<p><strong>SIZE</strong> - 8 US, 10 US , 12 US (Non - Adjustable)</p>
",SIZE CHART,"<ol>
	<li>Take a piece of paper or thread and&nbsp;wrap it around&nbsp; your finger so that it fits comfortably but not too tightly.</li>
	<li>Mark the spot where the paper or string overlaps.</li>
	<li>Measure the length between both the ends.</li>
	<li>Use this chart to find out your ring size based on your measurement.</li>
	<li>In between sizes, Always Opt for the bigger size)</li>
</ol>

<table>
	<tbody>
		<tr>
			<td>Size</td>
			<td>XS</td>
			<td>S</td>
			<td>M</td>
			<td>L</td>
			<td>XL</td>
		</tr>
		<tr>
			<td>DIAMETER (MM)</td>
			<td>17</td>
			<td>18</td>
			<td>19</td>
			<td>20</td>
			<td>21</td>
		</tr>
		<tr>
			<td>CIRCUMFRENCE (MM)</td>
			<td>55</td>
			<td>57.5</td>
			<td>60</td>
			<td>62.5</td>
			<td>65</td>
		</tr>
		<tr>
			<td>US</td>
			<td>7</td>
			<td>8</td>
			<td>9</td>
			<td>10</td>
			<td>11</td>
		</tr>
	</tbody>
</table>
",CARE INSTRUCTIONS,"<ul>
	<li><span><span><span><span>Store in a box or a pouch to give your accessories the love they deserve</span></span></span></span></li>
	<li><span><span><span><span>Let those perfumes and lotions dry before flexing your Sicsense Accessories.</span></span></span></span></li>
	<li><span><span><span><span>Give your accessories a break too! Take them off before going to bed.</span></span></span></span></li>
	<li><span><span><span><span>The Only time you don’t wear our accessories should be while entering water</span></span></span></span></li>
</ul>
",SHIPPING,"<p>After placing your order, please wait for least 48 Hours which includes making, processing and packaging followed by 4-7 business days of shipping for India-wide orders.<br>
We will get ready and ship your package within 48 hours. Tracking information is automatically emailed to all customers and sent via message if the phone number is added to your order. If you don't receive this, please check your spam folder.<br>
<br>
If you have any questions about shipping, please dm us on Instagram @Sicsense.in</p>
",RETURN AND EXCHANGE,"<p>All sales made are final and cannot be refunded or cancelled once payment has processed and the order is confirmed.</p>

<p>For any Exchange or Replacement give us a text on Instagram @Sicsense.in</p>
",,,,,,,,,Sicsense
product_4a17c7b9-972f-9940-ffd5-369d141bf003,Variant,,,,,,,,,true,,,7,0.1,,,,US8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4a17c7b9-972f-9940-ffd5-369d141bf003,Variant,,,,,,,,,true,,,1,0.1,,,,US12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4a17c7b9-972f-9940-ffd5-369d141bf003,Variant,,,,,,,,,true,,,10,0.1,,,,US10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_5b59298b-72cd-5858-9580-e296d80a5e79,Product,Galaxy Star Chain,"<p>The <strong>Galaxy Star Chain</strong> is a sleek, celestial-inspired pendant necklace featuring a unique abstract star design with subtle crystal embellishments. Its silver-tone finish and elegant snake chain create a modern yet timeless look. Lightweight and versatile, this piece adds a cosmic charm to any outfit, perfect for everyday wear or special occasions.</p>",7ae4c4_39dc12994add4828b598bd05b8fc83bd~mv2.png;7ae4c4_f8d959b3dc5c4cdfad2bede1d75fd46d~mv2.jpg,Pendants,,,250.0,,true,PERCENT,0.0,0,0.08,,,,,,,,,,,,,,,,,,,,DESCRIPTION,"<p><strong>Material </strong>- Stainless Steel Chain &amp; Alloy Pendant</p>

<p><strong>Length </strong>- 21 Inches Chain &amp; 1.5 Inch Pendant</p>
",CARE INSTRUCTIONS,"<ul>
	<li><span><span><span><span>Store in a box or a pouch to give your accessories the love they deserve</span></span></span></span></li>
	<li><span><span><span><span>Let those perfumes and lotions dry before flexing your Sicsense Accessories.</span></span></span></span></li>
	<li><span><span><span><span>Give your accessories a break too! Take them off before going to bed.</span></span></span></span></li>
	<li><span><span><span><span>The Only time you don’t wear our accessories should be while entering water</span></span></span></span></li>
</ul>
",SHIPPING,"<p>After placing your order, please wait for least 48 Hours which includes making, processing and packaging followed by 4-7 business days of shipping for India-wide orders.<br>
We will get ready and ship your package within 48 hours. Tracking information is automatically emailed to all customers and sent via message if the phone number is added to your order. If you don't receive this, please check your spam folder.<br>
<br>
If you have any questions about shipping, please dm us on Instagram @Sicsense.in</p>
",RETURN AND EXCHANGE,"<p>All sales made are final and cannot be refunded or cancelled once payment has processed and the order is confirmed.</p>

<p>For any Exchange or Replacement give us a text on Instagram @Sicsense.in</p>
",,,,,,,,,,,Sicsense
product_c395ab87-f52c-67a7-c70b-38817b21f07d,Product,Minnesota Chain,"<p>Bold, strong, and ready to make a statement, the Minnesota Chain is for those who love to keep it sleek and stylish. Its simple, clean design makes it an essential addition to any jewelry collection, perfect for layering or wearing solo.</p>",7ae4c4_f12364eff725406f8095531ae5afaa10~mv2.jpg;7ae4c4_04812e1d8b1d45cdab468b7ab92e7a19~mv2.jpg;7ae4c4_aa02521cbcd243c6bd46e3fad53a59fa~mv2.jpg;7ae4c4_3d7ba4a678604d49a3143ada476bf376~mv2.jpg,Neckpieces;New Launch;Best sellers,,,600.0,,true,AMOUNT,150.0,39,0.08,,,,,,,,,,,,,,,,,,,,DESCRIPTION,"<p><strong>Material </strong>- Stainless Steel</p>

<p><strong>Length </strong>- 21 Inches</p>
",CARE INSTRUCTIONS,"<ul>
	<li><span><span><span><span>Store in a box or a pouch to give your accessories the love they deserve</span></span></span></span></li>
	<li><span><span><span><span>Let those perfumes and lotions dry before flexing your Sicsense Accessories.</span></span></span></span></li>
	<li><span><span><span><span>Give your accessories a break too! Take them off before going to bed.</span></span></span></span></li>
	<li><span><span><span><span>The Only time you don’t wear our accessories should be while entering water</span></span></span></span></li>
</ul>
",SHIPPING,"<p>After placing your order, please wait for least 48 Hours which includes making, processing and packaging followed by 4-7 business days of shipping for India-wide orders.<br>
We will get ready and ship your package within 48 hours. Tracking information is automatically emailed to all customers and sent via message if the phone number is added to your order. If you don't receive this, please check your spam folder.<br>
<br>
If you have any questions about shipping, please dm us on Instagram @Sicsense.in</p>
",RETURN AND EXCHANGE,"<p>All sales made are final and cannot be refunded or cancelled once payment has processed and the order is confirmed.</p>

<p>For any Exchange or Replacement give us a text on Instagram @Sicsense.in</p>
",,,,,,,,,,,Sicsense
product_669e8eb1-d895-699d-5a7f-65b58f42ecde,Product,Pierced Hoops (Pair),"<p>Small in size, big in impact. The Pierced Hoops are the perfect accessory for anyone who loves a simple yet bold statement. Whether you're going for a minimalist look or adding a touch of edge, these hoops complete any outfit with effortless cool.</p>",7ae4c4_d26a65a656a24b1eb2e0fe178f52f13f~mv2.jpg,Pierced Earring;Earrings,,,200.0,,true,PERCENT,0.0,6,0.08,,,,,,,,,,,,,,,,,,,,DESCRIPTION,"<p><strong>Material </strong>- Stainless Steel</p>

<p><strong>Inside Diameter </strong>- 17mm</p>
",CARE INSTRUCTIONS,"<ul>
	<li><span><span><span><span>Store in a box or a pouch to give your accessories the love they deserve</span></span></span></span></li>
	<li><span><span><span><span>Let those perfumes and lotions dry before flexing your Sicsense Accessories.</span></span></span></span></li>
	<li><span><span><span><span>Give your accessories a break too! Take them off before going to bed.</span></span></span></span></li>
	<li><span><span><span><span>The Only time you don’t wear our accessories should be while entering water</span></span></span></span></li>
</ul>
",SHIPPING,"<p>After placing your order, please wait for least 48 Hours which includes making, processing and packaging followed by 4-7 business days of shipping for India-wide orders.<br>
We will get ready and ship your package within 48 hours. Tracking information is automatically emailed to all customers and sent via message if the phone number is added to your order. If you don't receive this, please check your spam folder.<br>
<br>
If you have any questions about shipping, please dm us on Instagram @Sicsense.in</p>
",RETURN AND EXCHANGE,"<p>All sales made are final and cannot be refunded or cancelled once payment has processed and the order is confirmed.</p>

<p>For any Exchange or Replacement give us a text on Instagram @Sicsense.in</p>
",,,,,,,,,,,Sicsense
product_69070df2-e2c5-319e-e586-07531735afef,Product,Non-Pierced Hoops (Pair),"<p>For those who want the hoop look without the commitment. The Non-Pierced Hoops give you all the boldness of a classic hoop, without the need for piercings. Light, comfortable, and totally on-trend—these are the perfect hoops for everyone.</p>",7ae4c4_657d4ac7759643dbbe9ced21fab785c3~mv2.jpg,Non-Pierced;Earrings,,,200.0,,true,PERCENT,0.0,0,0.08,,,,,,,,,,,,,,,,,,,,DESCRIPTION,"<p><strong>Material</strong> - Stainless Steel</p>

<p><strong>Diameter</strong> - 10mm</p>
",CARE INSTRUCTIONS,"<ul>
	<li><span><span><span><span>Store in a box or a pouch to give your accessories the love they deserve</span></span></span></span></li>
	<li><span><span><span><span>Let those perfumes and lotions dry before flexing your Sicsense Accessories.</span></span></span></span></li>
	<li><span><span><span><span>Give your accessories a break too! Take them off before going to bed.</span></span></span></span></li>
	<li><span><span><span><span>The Only time you don’t wear our accessories should be while entering water</span></span></span></span></li>
</ul>
",SHIPPING,"<p>After placing your order, please wait for least 48 Hours which includes making, processing and packaging followed by 4-7 business days of shipping for India-wide orders.<br>
We will get ready and ship your package within 48 hours. Tracking information is automatically emailed to all customers and sent via message if the phone number is added to your order. If you don't receive this, please check your spam folder.<br>
<br>
If you have any questions about shipping, please dm us on Instagram @Sicsense.in</p>
",RETURN AND EXCHANGE,"<p>All sales made are final and cannot be refunded or cancelled once payment has processed and the order is confirmed.</p>

<p>For any Exchange or Replacement give us a text on Instagram @Sicsense.in</p>
",,,,,,,,,,,Sicsense
product_50cd7174-482f-8f0d-d98f-a3ef54819bc5,Product,Comet Star Chain,"<p>Take your style to the next level with the Comet Star Chain. This chain combines sleek design with just the right amount of shimmer, making it perfect for anyone who loves to mix modern elegance with a bit of celestial charm.</p>",7ae4c4_6f923666dff54b888b1536459f8de7d0~mv2.jpg;7ae4c4_acb685543c0843e69c97ad670f633b4b~mv2.jpg;7ae4c4_10a8218345cd432b8e5e0f0045cec105~mv2.jpg,Pendants;Best sellers,,,250.0,,true,PERCENT,0.0,184,0.08,,,,,,,,,,,,,,,,,,,,DESCRIPTION,"<p><strong>Material </strong>- Stainless Steel Chain &amp; Alloy Pendant</p>

<p><strong>Length </strong>- 21 Inches Chain &amp; 1.1 Inch Pendant</p>
",CARE INSTRUCTIONS,"<ul>
	<li><span><span><span><span>Store in a box or a pouch to give your accessories the love they deserve</span></span></span></span></li>
	<li><span><span><span><span>Let those perfumes and lotions dry before flexing your Sicsense Accessories.</span></span></span></span></li>
	<li><span><span><span><span>Give your accessories a break too! Take them off before going to bed.</span></span></span></span></li>
	<li><span><span><span><span>The Only time you don’t wear our accessories should be while entering water</span></span></span></span></li>
</ul>
",SHIPPING,"<p>After placing your order, please wait for least 48 Hours which includes making, processing and packaging followed by 4-7 business days of shipping for India-wide orders.<br>
We will get ready and ship your package within 48 hours. Tracking information is automatically emailed to all customers and sent via message if the phone number is added to your order. If you don't receive this, please check your spam folder.<br>
<br>
If you have any questions about shipping, please dm us on Instagram @Sicsense.in</p>
",RETURN AND EXCHANGE,"<p>All sales made are final and cannot be refunded or cancelled once payment has processed and the order is confirmed.</p>

<p>For any Exchange or Replacement give us a text on Instagram @Sicsense.in</p>
",,,,,,,,,,,Sicsense
product_c7b79436-9342-7749-e4ee-0378b3ca2568,Product,Golden Link Chain (1mm),"<p>Keep it simple but impactful with the Golden Link Chain. Its minimalist design is the perfect touch for layering or wearing alone. Clean, subtle, and always stylish—this chain adds a refined edge to any outfit.</p>",7ae4c4_ef8eed43ff164a2ab6036405008e1d9c~mv2.jpg;7ae4c4_e38ac3c84b724292acf36af9009cb305~mv2.jpg,Chains,,,180.0,,true,PERCENT,0.0,208,0.08,,,,,,,,,,,,,,,,,,,,DESCRIPTION,"<p><strong>Material </strong>- Stainless Steel</p>

<p><strong>Length </strong>- 21 Inches</p>

<p><strong>Thickness </strong>- 1mm</p>
",CARE INSTRUCTIONS,"<ul>
	<li>Store in a box or a pouch to give your accessories the love they deserve</li>
	<li>Let those perfumes and lotions dry before flexing your Sicsense Accessories.</li>
	<li>Give your accessories a break too! Take them off before going to bed.</li>
	<li>The Only time you don’t wear our accessories should be while entering water</li>
</ul>
",SHIPPING,"<p>After placing your order, please wait for least 48 Hours which includes making, processing and packaging followed by 4-7 business days of shipping for India-wide orders.<br>
We will get ready and ship your package within 48 hours. Tracking information is automatically emailed to all customers and sent via message if the phone number is added to your order. If you don't receive this, please check your spam folder.</p>

<p>If you have any questions about shipping, please dm us on Instagram @Sicsense.in</p>
",RETURN & EXCHANGE,"<p>All sales made are final and cannot be refunded or cancelled once payment has processed and the order is confirmed.</p>

<p>For any Exchange or Replacement give us a text on Instagram @Sicsense.in</p>
",,,,,,,,,,,Sicsense
product_89952184-6da5-a5a9-ed01-db436126380d,Product,Link Chain (1mm),"<p>Understated and ultra-cool, the Link Chain is made for those who love subtle details that make a big impact. Whether you're layering it with other pieces or wearing it solo, this sleek chain completes any look with effortless style.</p>",7ae4c4_1ac39367e79c42da989645dc463eaec6~mv2.jpg;7ae4c4_c9c848403db14f879544283c4e85298c~mv2.jpg,Chains,,,150.0,,true,PERCENT,0.0,140,0.08,,,,,,,,,,,,,,,,,,,,DESCRIPTION,"<p><strong>Material </strong>- Stainless steel</p>

<p><strong>Length </strong>- 21 Inches</p>

<p><strong>Thickness </strong>- 1mm</p>
",CARE INSTRUCTIONS,"<ul>
	<li>Store in a box or a pouch to give your accessories the love they deserve</li>
	<li>Let those perfumes and lotions dry before flexing your Sicsense Accessories.</li>
	<li>Give your accessories a break too! Take them off before going to bed.</li>
	<li>The Only time you don’t wear our accessories should be while entering water<br>
	&nbsp;</li>
</ul>
",SHIPPING,"<p>After placing your order, please wait for least 48 Hours which includes making, processing and packaging followed by 4-7 business days of shipping for India-wide orders.<br>
We will get ready and ship your package within 48 hours. Tracking information is automatically emailed to all customers and sent via message if the phone number is added to your order. If you don't receive this, please check your spam folder.</p>

<p>If you have any questions about shipping, please dm us on Instagram @Sicsense.in</p>
",SHIPPING,"<p>After placing your order, please wait for least 48 Hours which includes making, processing and packaging followed by 4-7 business days of shipping for India-wide orders.<br>
We will get ready and ship your package within 48 hours. Tracking information is automatically emailed to all customers and sent via message if the phone number is added to your order. If you don't receive this, please check your spam folder.</p>

<p>If you have any questions about shipping, please dm us on Instagram @Sicsense.in</p>
",RETURN & EXCHANGE,"<p><br>
All sales made are final and cannot be refunded or cancelled once payment has processed and the order is confirmed.</p>

<p>For any Exchange or Replacement give us a text on Instagram @Sicsense.in​​​​​​</p>
",,,,,,,,,Sicsense
