Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
9a8ed2be_aff2_00d6_65dc_e4a00a266cd1,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_f21346843398437c90e76e8338043f77~mv2.png,5,Starblaze,,,,,,,,,,,,,,,,,,,,,
9a8ed2be_aff2_00d6_65dc_e4a00a266cd1,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_c82a5c7bdeb4475895d358e442685609~mv2.png,6,Starblaze,,,,,,,,,,,,,,,,,,,,,
9a8ed2be_aff2_00d6_65dc_e4a00a266cd1,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_adae0d94f65b4b89908a63f09e8a06ef~mv2.png,7,Starblaze,,,,,,,,,,,,,,,,,,,,,
98f2643e_175f_b2bf_72bc_68b5bc14a177,Drift Edge,<p>&nbsp;</p>,Sicsense,SICARCHIVE,"SICARCHIVE,Belts",TRUE,,,,,,,,,shopify,0,deny,manual,700.0,,TRUE,TRUE,,https://static.wixstatic.com/media/7ae4c4_3dac08933edf49069ecd051042eef63e~mv2.png,1,Drift Edge,FALSE,,,,,,,,,,,,,,,,,,,,active
98f2643e_175f_b2bf_72bc_68b5bc14a177,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_ba7ed139e775447398ff19b78b43da05~mv2.png,2,Drift Edge,,,,,,,,,,,,,,,,,,,,,
98f2643e_175f_b2bf_72bc_68b5bc14a177,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_85c8f7da47224a06ab19a98f0f991717~mv2.png,3,Drift Edge,,,,,,,,,,,,,,,,,,,,,
98f2643e_175f_b2bf_72bc_68b5bc14a177,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_15c6e66d5f1d4cfb91715c7861e0db49~mv2.png,4,Drift Edge,,,,,,,,,,,,,,,,,,,,,
98f2643e_175f_b2bf_72bc_68b5bc14a177,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_5653e3c1139c4f38bf36d4a7967fd682~mv2.png,5,Drift Edge,,,,,,,,,,,,,,,,,,,,,
2fa9cbfe_f9e4_3f17_177e_c5b6922f1612,Starbound,"<p><strong>Starbound</strong> isn’t just a belt — it’s a smooth elevation.<br>With sleek curves and metallic accents, it’s built to turn heads while keeping your style grounded. Casual or dressed-up, this one rises above.</p>",Sicsense,SICARCHIVE,"SICARCHIVE,Belts",TRUE,,,,,,,,,shopify,2,deny,manual,1645.0,,TRUE,TRUE,,https://static.wixstatic.com/media/7ae4c4_b5398e392a274769ad27c0e5187a37a6~mv2.jpg,1,Starbound,FALSE,,,,,,,,,,,,,,,,,,,,active
2fa9cbfe_f9e4_3f17_177e_c5b6922f1612,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_96cb5164096344bf8391e6ed94f6ed75~mv2.jpg,2,Starbound,,,,,,,,,,,,,,,,,,,,,
2fa9cbfe_f9e4_3f17_177e_c5b6922f1612,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_424d7596e2834d6cb077c3ca4cf56ca3~mv2.jpg,3,Starbound,,,,,,,,,,,,,,,,,,,,,
2fa9cbfe_f9e4_3f17_177e_c5b6922f1612,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_dde54a7b327c4307a04d14ebf730e8c9~mv2.jpg,4,Starbound,,,,,,,,,,,,,,,,,,,,,
2fa9cbfe_f9e4_3f17_177e_c5b6922f1612,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_7833bf6de58c4869a93fdcbdbf3f7866~mv2.jpg,5,Starbound,,,,,,,,,,,,,,,,,,,,,
2fa9cbfe_f9e4_3f17_177e_c5b6922f1612,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_18e4fb0f97e04f4085ff7248b25a17fd~mv2.jpg,6,Starbound,,,,,,,,,,,,,,,,,,,,,
2fa9cbfe_f9e4_3f17_177e_c5b6922f1612,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_66cca550b065462781bc6e5bf5a05460~mv2.jpg,7,Starbound,,,,,,,,,,,,,,,,,,,,,
ab93d02b_c3a7_7fb3_f977_789aed4d5a5b,Lunark Ring,"<p><strong>Lunark Ring</strong></p><p>Looks like it fell from space, landed on your finger.</p><p>That smooth fade? Looks like it got dipped in galaxy sauce.<br>Zero rust. Zero fade. Max flex.It’s giving main character vibe.</p>",Sicsense,Rings,Rings,TRUE,,,,,,,,,shopify,0,deny,manual,599.0,,TRUE,TRUE,,https://static.wixstatic.com/media/7ae4c4_38312bc63c4948ae94d0fc713d17dc00~mv2.jpg,1,Lunark Ring,FALSE,,,,,,,,,,,,,,,,,,,,active
ab93d02b_c3a7_7fb3_f977_789aed4d5a5b,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_8684ad69df5844debe29811570f1adc5~mv2.jpg,2,Lunark Ring,,,,,,,,,,,,,,,,,,,,,
ab93d02b_c3a7_7fb3_f977_789aed4d5a5b,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_ae6e7bdba0864db384b4b3c3ba274ac8~mv2.jpg,3,Lunark Ring,,,,,,,,,,,,,,,,,,,,,
ab93d02b_c3a7_7fb3_f977_789aed4d5a5b,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_d43b4367d3194e7788af130790e9702e~mv2.jpg,4,Lunark Ring,,,,,,,,,,,,,,,,,,,,,
ab93d02b_c3a7_7fb3_f977_789aed4d5a5b,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_0dcc0e06d89748fcb0c8df7e97ffcdf9~mv2.jpg,5,Lunark Ring,,,,,,,,,,,,,,,,,,,,,
1d6e819a_1b6e_2149_7658_1b3744118c6c,Stardust Ring,"<p><strong>Stardust Ring</strong><br>Born from chaos, made to flex. The <em>Stardust Ring</em> is what happens when a supernova decides to drip. Rugged texture. Celestial energy. This ring doesn't play it safe — and neither should you.</p>",Sicsense,Rings,"Rings,New Launch",TRUE,,,,,,,,,shopify,0,deny,manual,499.0,,TRUE,TRUE,,https://static.wixstatic.com/media/7ae4c4_5eb4cf9e800d4e13904616bc9cb62c4c~mv2.jpg,1,Stardust Ring,FALSE,,,,,,,,,,,,,,,,,,,,active
1d6e819a_1b6e_2149_7658_1b3744118c6c,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_106212e0af4b48269a6a9d007fe2704f~mv2.png,2,Stardust Ring,,,,,,,,,,,,,,,,,,,,,
1d6e819a_1b6e_2149_7658_1b3744118c6c,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_76c137dfc5d745aabfbc3a89551bf482~mv2.png,3,Stardust Ring,,,,,,,,,,,,,,,,,,,,,
1d6e819a_1b6e_2149_7658_1b3744118c6c,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_d8530dc1341d493887b4d617c81ccc99~mv2.png,4,Stardust Ring,,,,,,,,,,,,,,,,,,,,,
1d6e819a_1b6e_2149_7658_1b3744118c6c,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_26bb1c93b95346bca34d3c71fe4abbd2~mv2.png,5,Stardust Ring,,,,,,,,,,,,,,,,,,,,,
1d6e819a_1b6e_2149_7658_1b3744118c6c,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_2e64fd2860224292a5da82121db0f174~mv2.png,6,Stardust Ring,,,,,,,,,,,,,,,,,,,,,
2d3c9459_e17f_b545_ec84_4bc8f174a418,Blaze Ring,"<p>Where fire meets finesse. The <strong>Blaze Ring</strong> is crafted for those who move with quiet intensity and undeniable presence. Its clean lines and bold finish strike the perfect balance between modern minimalism and fierce expression.</p><p>🔥 Built to last — waterproof, anti-tarnish, and hypoallergenic.<br>🔥 Designed for daily wear with a statement-maker’s edge.<br>🔥 Subtle, sharp, and effortlessly standout.</p><p><strong>Fuel your style. Own the blaze.</strong></p>",Sicsense,Rings,Rings,TRUE,,,,,,,,,shopify,0,deny,manual,699.0,,TRUE,TRUE,,https://static.wixstatic.com/media/7ae4c4_8342e9b46c964c51b581f28c3d363698~mv2.jpg,1,Blaze Ring,FALSE,,,,,,,,,,,,,,,,,,,,active
2d3c9459_e17f_b545_ec84_4bc8f174a418,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_3ccb8a931f8448f084c0264149a27fec~mv2.jpg,2,Blaze Ring,,,,,,,,,,,,,,,,,,,,,
2d3c9459_e17f_b545_ec84_4bc8f174a418,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_6b84340b49d94387a7167e4cf8174e66~mv2.jpg,3,Blaze Ring,,,,,,,,,,,,,,,,,,,,,
2d3c9459_e17f_b545_ec84_4bc8f174a418,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_33bfa68d306e4a0e96f619104f3c7401~mv2.jpg,4,Blaze Ring,,,,,,,,,,,,,,,,,,,,,
2d3c9459_e17f_b545_ec84_4bc8f174a418,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_34ef56b52ae5427e8eb064c9e25c03f9~mv2.jpg,5,Blaze Ring,,,,,,,,,,,,,,,,,,,,,
2d3c9459_e17f_b545_ec84_4bc8f174a418,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_dce2523baec64ac3a6c059d5a1573b10~mv2.jpg,6,Blaze Ring,,,,,,,,,,,,,,,,,,,,,
2d3c9459_e17f_b545_ec84_4bc8f174a418,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_59f143ed4aa446a29602dbb883a0c1fd~mv2.png,7,Blaze Ring,,,,,,,,,,,,,,,,,,,,,
d476acde_ceb2_9fd7_2a97_ec48de995157,Orbit Pearl Chain,"<p><strong>- Orbit Pearl Chain</strong></p><p>Chunky, chill, and built to level up any fit.<br>Throw it on with basics or go full drip — it <em>always</em> hits.<br>Zero effort, max style.</p><p>Pearls just got an upgrade.</p>",Sicsense,Pearl,"Pearl,Neckpieces",TRUE,,,,,,,,80,shopify,0,deny,manual,450.0,,TRUE,TRUE,,https://static.wixstatic.com/media/7ae4c4_33fb8cf42ebe4946860c7c61a26638e2~mv2.jpg,1,Orbit Pearl Chain,FALSE,,,,,,,,,,,,,,,,,,,,active
d476acde_ceb2_9fd7_2a97_ec48de995157,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_853330d0adf34061971ce8f55956cbd6~mv2.jpg,2,Orbit Pearl Chain,,,,,,,,,,,,,,,,,,,,,
d476acde_ceb2_9fd7_2a97_ec48de995157,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_53186a2454ef41ca9d405b07b0df601d~mv2.jpg,3,Orbit Pearl Chain,,,,,,,,,,,,,,,,,,,,,
d476acde_ceb2_9fd7_2a97_ec48de995157,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_30915a7e09fb4e9aa35122045ba450f1~mv2.jpg,4,Orbit Pearl Chain,,,,,,,,,,,,,,,,,,,,,
139ae45e_8de9_173a_3867_b5e409803801,Bone Ring (Golden),,Sicsense,Rings,Rings,TRUE,,,,,,,,,shopify,0,deny,manual,200.0,,TRUE,TRUE,,https://static.wixstatic.com/media/7ae4c4_fe24e6a0c21f4b7f9b18ddbd18b4f096~mv2.jpg,1,Bone Ring (Golden),FALSE,,,,,,,,,,,,,,,,,,,,active
139ae45e_8de9_173a_3867_b5e409803801,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_189b75c277b645f58576c9a6e52c10e9~mv2.jpg,2,Bone Ring (Golden),,,,,,,,,,,,,,,,,,,,,
26b77044_6a8f_8383_e7a8_a0d768d39d8d,Mesh Ring,,Sicsense,Rings,Rings,TRUE,,,,,,,,,shopify,0,deny,manual,200.0,,TRUE,TRUE,,https://static.wixstatic.com/media/7ae4c4_e2403f004f8d4986b58484d0da6435ee~mv2.jpg,1,Mesh Ring,FALSE,,,,,,,,,,,,,,,,,,,,active
abb3c344_5aec_0c41_2752_233b6edcd508,Bone Ring,,Sicsense,Rings,Rings,FALSE,,,,,,,,,shopify,0,deny,manual,200.0,,TRUE,TRUE,,https://static.wixstatic.com/media/7ae4c4_92ae36db05c74c92904e47444947fc2b~mv2.png,1,Bone Ring,FALSE,,,,,,,,,,,,,,,,,,,,active
abb3c344_5aec_0c41_2752_233b6edcd508,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_86694f9f6b604b69b8bd213a5c587c61~mv2.jpg,2,Bone Ring,,,,,,,,,,,,,,,,,,,,,
f88217c1_8d63_5570_cf1e_d9ce4375df22,Barbed Earring (Pierced),"<p>Add some edge to your look with this barbed-style earring that’s anything but basic. Inspired by the rugged vibe of barbed wire, it’s perfect for when you want your jewelry to speak louder than words.</p><p><strong>Details:</strong></p><ul>	<li>	<p>Sleek barbed design that gives off major street-style energy</p>	</li>	<li>	<p>Made for pierced ears – easy to wear, hard to ignore</p>	</li>	<li>	<p>Works with everything from hoodies to leather jackets</p>	</li></ul><p>Wear it solo for a bold statement or pair it with other pieces to mix things up. Either way, this one's a conversation starter.</p>",Sicsense,Earrings,"Earrings,Pierced Earring",TRUE,,,,,,,,80,shopify,3,deny,manual,200.0,,TRUE,TRUE,,https://static.wixstatic.com/media/7ae4c4_a8f42b2437d54cf6b61a3624df81d51c~mv2.jpg,1,Barbed Earring (Pierced),FALSE,,,,,,,,,,,,,,,,,,,,active
f88217c1_8d63_5570_cf1e_d9ce4375df22,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_b867681c07df4778ab46b529db7a326e~mv2.jpg,2,Barbed Earring (Pierced),,,,,,,,,,,,,,,,,,,,,
4d87e26c_4046_6c61_56e1_e81feea927b4,Nova Pendant Chain,"<p><strong>Nova Pendant Chain – Your Daily Flex</strong></p><p>Not just a chain, it’s a whole vibe. The Nova Pendant Chain is built to level up any ‘fit — sleek, bold, and dripping with style. Wear it solo or stack it up, either way, you're the main character.</p><p><strong>Why It Slaps:</strong></p><ul>	<li>	<p>Made with high-quality stainless steel — tough, lightweight, and stays fresh</p>	</li>	<li>	<p>Clean, modern pendant that hits different</p>	</li>	<li>	<p>Anti-tarnish + water-resistant = wear it 24/7, no stress</p>	</li></ul><p>This piece isn’t just jewelry — it’s your go-to statement. Minimal, edgy, and mad versatile. Trust, it’ll get noticed.</p>",Sicsense,Pendants,Pendants,TRUE,,,,,,,,80,shopify,33,deny,manual,399.0,,TRUE,TRUE,,https://static.wixstatic.com/media/7ae4c4_7e4d78df0d5b4b849e070e1fe8168392~mv2.jpg,1,Nova Pendant Chain,FALSE,,,,,,,,,,,,,,,,,,,,active
4d87e26c_4046_6c61_56e1_e81feea927b4,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_a7329c3a6693438683f5b70ae35cc688~mv2.jpg,2,Nova Pendant Chain,,,,,,,,,,,,,,,,,,,,,
4d87e26c_4046_6c61_56e1_e81feea927b4,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_5d260065af3640b88b50d044259ff059~mv2.jpg,3,Nova Pendant Chain,,,,,,,,,,,,,,,,,,,,,
4d87e26c_4046_6c61_56e1_e81feea927b4,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_df499380956344aa961d4f66b49233a4~mv2.jpg,4,Nova Pendant Chain,,,,,,,,,,,,,,,,,,,,,
b6fd6201_1383_5728_fca7_6f8f55820187,Snake Chain (Golden),,Sicsense,Chains,Chains,TRUE,,,,,,,,80,shopify,93,deny,manual,300.0,,TRUE,TRUE,,https://static.wixstatic.com/media/7ae4c4_57a0657fa46349678ce3a427adcc8702~mv2.jpg,1,Snake Chain (Golden),FALSE,,,,,,,,,,,,,,,,,,,,active
b6fd6201_1383_5728_fca7_6f8f55820187,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_335e8b15c35b43d59d031da7385e8a64~mv2.jpg,2,Snake Chain (Golden),,,,,,,,,,,,,,,,,,,,,
b6fd6201_1383_5728_fca7_6f8f55820187,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_b5d966e4e0e445538a523bb6dfab6383~mv2.jpg,3,Snake Chain (Golden),,,,,,,,,,,,,,,,,,,,,
c7d7caab_9ec6_c2f0_4bec_d3deaf3bf4e3,Snake Chain (Silver),"<p>Sleek. Drippy. Effortless. 🐍<br>The <strong>Snake Chain</strong> is all about that clean, boss-level vibe.<br>Made with high-quality, waterproof, anti-tarnish metal — so you can rock it 24/7 without stressing about fades or rust.<br>Whether you’re layering it up or keeping it lowkey solo, this chain’s got your back.</p>",Sicsense,Chains,Chains,TRUE,,,,,,,,80,shopify,73,deny,manual,300.0,,TRUE,TRUE,,https://static.wixstatic.com/media/7ae4c4_4430f113af3642a1aad23d1c02e9918d~mv2.jpg,1,Snake Chain (Silver),FALSE,,,,,,,,,,,,,,,,,,,,active
c7d7caab_9ec6_c2f0_4bec_d3deaf3bf4e3,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_953097f45c92406885e53db6a97363b0~mv2.jpg,2,Snake Chain (Silver),,,,,,,,,,,,,,,,,,,,,
c7d7caab_9ec6_c2f0_4bec_d3deaf3bf4e3,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_312bec1563624060aa11434be56ea3d1~mv2.jpg,3,Snake Chain (Silver),,,,,,,,,,,,,,,,,,,,,
65b71895_8de0_3d60_120f_be2b7e86ecf6,Crome Vault Ring,"<p>The Chrome Vault ring is the ultimate flex. With its sleek chrome finish and edgy geometric vibe, it’s the perfect mix of bold and modern. Made from tough stainless steel, this ring’s built to last, keeping its shine no matter what. Whether you’re rocking it every day or for a special look, the Chrome Vault ring is your go-to for turning heads and leveling up your style.</p>",Sicsense,Rings,Rings,TRUE,,,,,,,,,shopify,0,deny,manual,650.0,,TRUE,TRUE,,https://static.wixstatic.com/media/7ae4c4_1a74959c4db74419bcf57b44520279ed~mv2.jpg,1,Crome Vault Ring,FALSE,,,,,,,,,,,,,,,,,,,,active
65b71895_8de0_3d60_120f_be2b7e86ecf6,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_dfebf68b3ffa4f6f839cacd8d8c5eca0~mv2.jpg,2,Crome Vault Ring,,,,,,,,,,,,,,,,,,,,,
28ce1535_868b_bb5f_e50e_5b8fbd8a1787,Starstruck earring (Pierced),"<p>The <strong>Starstruck Earring</strong> is your go-to for that effortlessly cool vibe. With its sleek design and celestial charm, it's perfect for adding a touch of sparkle to any outfit. Whether you're dressing up for a night out or adding flair to your everyday look, this piece is designed to make you stand out.</p>",Sicsense,Earrings,"Earrings,Pierced Earring",TRUE,,,,,,,,80,shopify,92,deny,manual,300.0,,TRUE,TRUE,,https://static.wixstatic.com/media/7ae4c4_20d505a2b1b142129980aa84514ebe72~mv2.jpg,1,Starstruck earring (Pierced),FALSE,,,,,,,,,,,,,,,,,,,,active
28ce1535_868b_bb5f_e50e_5b8fbd8a1787,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_1ddf0376e5604c4e90703d746604d9b4~mv2.jpg,2,Starstruck earring (Pierced),,,,,,,,,,,,,,,,,,,,,
28ce1535_868b_bb5f_e50e_5b8fbd8a1787,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_ba91f20755704c1d8a3775409ece7e7f~mv2.jpg,3,Starstruck earring (Pierced),,,,,,,,,,,,,,,,,,,,,
de0f9ce5_812c_38d9_ef79_f88bcbc987c3,Anchor Chain,"<p>The <strong>Anchor Chain</strong> is your go-to for that effortlessly cool look. Crafted from durable stainless steel, this chain features a sleek pendant that adds a touch of edge to any outfit. Whether you're layering it up or letting it stand alone, it's designed to keep your style grounded and bold.</p>",Sicsense,Pendants,Pendants,TRUE,,,,,,,,80,shopify,2,deny,manual,350.0,,TRUE,TRUE,,https://static.wixstatic.com/media/7ae4c4_dd2f509cded04e7fb049d4ed6159df1a~mv2.jpg,1,Anchor Chain,FALSE,,,,,,,,,,,,,,,,,,,,active
de0f9ce5_812c_38d9_ef79_f88bcbc987c3,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_575be8449c554aa39e4982d8056c3e62~mv2.jpg,2,Anchor Chain,,,,,,,,,,,,,,,,,,,,,
de0f9ce5_812c_38d9_ef79_f88bcbc987c3,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_9671cf85bf4a431bbc7ffa7aca1470b7~mv2.jpg,3,Anchor Chain,,,,,,,,,,,,,,,,,,,,,
de0f9ce5_812c_38d9_ef79_f88bcbc987c3,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_3d5473b6baf04fcfbd824f4aac43e41c~mv2.jpg,4,Anchor Chain,,,,,,,,,,,,,,,,,,,,,
4058e2ab_2c65_b750_f2a4_2cfb400cc652,Flash Pendant Chain,"<p>The <strong>Flash Pendant Chain</strong> is your go-to for that effortlessly cool vibe. With its sleek stainless steel chain and bold lightning bolt pendant, it's designed to make a statement. Whether you're layering it up or letting it stand alone, this piece adds that electrifying touch to any outfit.</p>",,Pendants,Pendants,TRUE,,,,,,,,80,shopify,7,deny,manual,400.0,,TRUE,TRUE,,https://static.wixstatic.com/media/7ae4c4_0e524f1d48664843a1574f52c91e08a3~mv2.jpg,1,Flash Pendant Chain,FALSE,,,,,,,,,,,,,,,,,,,,active
4058e2ab_2c65_b750_f2a4_2cfb400cc652,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_ada028e5994845d5a4919af820fe5cce~mv2.jpg,2,Flash Pendant Chain,,,,,,,,,,,,,,,,,,,,,
4058e2ab_2c65_b750_f2a4_2cfb400cc652,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_6bea488248384f2cad446d1db6ef5857~mv2.jpg,3,Flash Pendant Chain,,,,,,,,,,,,,,,,,,,,,
4058e2ab_2c65_b750_f2a4_2cfb400cc652,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_1b7f8de0387e453fb277eebbdf0bba36~mv2.jpg,4,Flash Pendant Chain,,,,,,,,,,,,,,,,,,,,,
ba7946b3_9f7a_78a7_5e1a_9208a89dda8f,Astro Star chain,"<p>The <strong>Astro Star Chain</strong> is your go-to for that effortlessly cool vibe. With its sleek stainless steel chain and radiant alloy star pendant, it's designed to shine as bright as you do. Whether you're layering it up or letting it stand alone, this piece adds that celestial touch to any outfit.​</p>",Sicsense,Pendants,Pendants,FALSE,,,,,,,,80,shopify,1,deny,manual,230.0,,TRUE,TRUE,,https://static.wixstatic.com/media/7ae4c4_12b435c2afe04661b7f07b3d20926223~mv2.jpg,1,Astro Star chain,FALSE,,,,,,,,,,,,,,,,,,,,active
ba7946b3_9f7a_78a7_5e1a_9208a89dda8f,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_fc49cd8009fc4834b3e1356f40970e5b~mv2.jpg,2,Astro Star chain,,,,,,,,,,,,,,,,,,,,,
ba7946b3_9f7a_78a7_5e1a_9208a89dda8f,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_0a6065fe832347c8af97c1422c73ce90~mv2.jpg,3,Astro Star chain,,,,,,,,,,,,,,,,,,,,,
ba7946b3_9f7a_78a7_5e1a_9208a89dda8f,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_04096861f9564bf9bd16768e669b3def~mv2.png,4,Astro Star chain,,,,,,,,,,,,,,,,,,,,,
70cfd6b3_8911_3761_7ce2_c1f4547dc784,The Orb Chain,"<p><strong>The Orb Chain</strong> is a testament to understated elegance. Crafted with a durable stainless steel chain and complemented by a sleek alloy pendant, it seamlessly merges strength with style. Its design offers versatility, making it an ideal accessory for both casual outings and formal occasions.​</p>",Sicsense,Neckpieces,Neckpieces,TRUE,,,,,,,,80,shopify,44,deny,manual,450.0,,TRUE,TRUE,,https://static.wixstatic.com/media/7ae4c4_ae8b3fda684d44b0b92d6a45053e19cc~mv2.jpg,1,The Orb Chain,FALSE,,,,,,,,,,,,,,,,,,,,active
70cfd6b3_8911_3761_7ce2_c1f4547dc784,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_7d178e1cf7fd4940a23be981fb964835~mv2.jpg,2,The Orb Chain,,,,,,,,,,,,,,,,,,,,,
70cfd6b3_8911_3761_7ce2_c1f4547dc784,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_285c98d24166470ea8c4b7aaffb71dee~mv2.jpg,3,The Orb Chain,,,,,,,,,,,,,,,,,,,,,
70cfd6b3_8911_3761_7ce2_c1f4547dc784,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_57a9070f67194e20bfa24f3a7b70052c~mv2.jpg,4,The Orb Chain,,,,,,,,,,,,,,,,,,,,,
72ff87ab_2d22_3432_40f3_07d5f168ca03,Quadrine Pendant Chain,"<p>The <strong>Quadrine Pendant Chain</strong> is a sleek black essential that adds effortless edge to any fit. Waterproof, anti-tarnish, and built to last, it’s made for daily flex. Wear it solo for a clean vibe or stack it up for a bolder look. No fade, no fuss—just straight-up style.</p>",Sicsense,Pendants,Pendants,TRUE,,,,,,,,80,shopify,0,deny,manual,400.0,,TRUE,TRUE,,https://static.wixstatic.com/media/7ae4c4_dbf8cfe3b8ad421fa7af24d74f80bae5~mv2.jpg,1,Quadrine Pendant Chain,FALSE,,,,,,,,,,,,,,,,,,,,active
72ff87ab_2d22_3432_40f3_07d5f168ca03,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_bcc984060d7348f28aa675770181cc60~mv2.jpg,2,Quadrine Pendant Chain,,,,,,,,,,,,,,,,,,,,,
72ff87ab_2d22_3432_40f3_07d5f168ca03,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/7ae4c4_c2bddebe0af24435914d3ea5aca05303~mv2.png,3,Quadrine Pendant Chain,,,,,,,,,,,,,,,,,,,,,
